LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
-,1358,595672,395398,1,1,2,2,0.089,32
-,1360,595662,496674,1,0,1,2,0.142,32
-,1360,595662,499588,1,0,1,2,0.278,32
-,1360,595662,499591,1,0,1,2,0.107,32
-,1360,595662,456412,0,0,1,3,0.093,32
-,1360,595661,291411,0,0,1,3,0.018,32
-,1360,595661,291409,0,0,1,3,0.639,32
-,1360,595661,291765,0,0,1,3,0.107,32
-,1360,595661,291764,0,0,1,3,0.144,32
-,1360,595661,291416,0,0,1,3,0.061,32
-,1360,595661,12514174,0,0,1,3,0.173,32
-,1360,595661,12514173,0,0,1,3,0.061,32
-,1361,595654,439575,1,0,1,2,0.179,32
-,1361,595654,393738,1,0,1,2,0.32,32
-,1361,595654,416590,1,0,1,2,0.695,32
-,1361,595654,416599,1,0,1,2,0.149,32
-,1361,595654,416568,1,0,1,2,0.09,32
-,1361,595654,49831434,1,0,1,2,0.295,32
-,1361,595654,12530929,1,0,1,2,1.038,32
-,1361,595654,12530930,1,0,1,2,0.638,32
-,1361,595654,418147,1,0,1,2,3.365,32
-,1361,595654,461410,1,0,1,2,0.188,32
-,1361,595654,461409,1,0,1,2,0.095,32
-,1361,595654,439703,1,0,1,2,0.523,32
-,1361,595654,395171,1,0,1,2,0.035,32
-,1361,595654,12530935,1,0,1,2,0.36,32
-,1361,595654,12530936,1,0,1,2,0.067,32
-,1362,595663,548136,0,0,1,3,0.113,32
-,1362,595663,548140,0,0,1,3,0.034,32
-,1362,595663,548138,0,0,1,3,0.425,32
-,1362,595663,629668,0,0,1,3,0.266,32
-,1363,595664,556934,0,0,1,3,0.361,32
-,1363,595664,556932,0,0,1,3,0.092,32
-,1363,595664,545844,0,0,1,3,0.096,32
-,1363,595664,553804,0,0,1,3,0.058,32
-,1363,595664,49107140,0,0,1,3,0.385,32
-,1363,595664,49107139,0,0,1,3,0.272,32
-,1363,595664,49107135,0,0,1,3,0.365,32
-,1363,595664,49107079,0,0,1,3,0.08,32
-,1363,595664,556930,0,0,1,3,0.243,32
-,1363,595664,556929,0,0,1,3,0.092,32
-,1363,595664,12514206,0,0,1,3,0.021,32
-,1363,595664,15154507,0,0,1,3,0.072,32
-,1363,595664,15154506,0,0,1,3,0.005,32
-,1363,595664,555346,0,0,1,3,0.029,32
-,1363,595664,555345,0,0,1,3,0.029,32
-,1363,595664,556564,0,0,1,3,0.076,32
-,1364,595664,556940,1,0,1,2,0.015,32
-,1364,595664,556943,1,0,1,2,0.062,32
-,1364,595664,553796,1,0,1,2,0.047,32
-,1364,595664,564274,1,0,1,2,0.05,32
-,1364,595664,87913540,1,0,1,2,0.02,32
-,1364,595664,87913541,1,0,1,2,0.025,32
-,1364,595664,14770668,1,0,1,2,0.138,32
-,1364,595664,14770669,1,0,1,2,0.237,32
-,1364,595664,545827,0,0,1,3,0.139,32
-,1364,595664,544526,0,0,1,3,0.293,32
-,1364,595664,544524,0,0,1,3,0.05,32
-,1364,595664,545853,0,0,1,3,0.03,32
-,1364,595664,545850,0,0,1,3,0.03,32
-,1365,595673,679557,1,0,1,2,0.213,32
-,1365,595673,678702,1,0,1,2,0.102,32
-,1365,595673,50173915,1,0,1,2,0.034,32
-,1365,595673,50173916,1,0,1,2,0.07,32
-,1365,595673,87877207,1,0,1,2,0.041,32
-,1365,595673,87877208,1,0,1,2,0.626,32
-,1366,605602,695569,0,6,,1,0.077,32
-,1366,605602,85280922,0,6,,1,0.097,32
-,1366,605602,85280921,0,6,,1,0.123,32
-,1366,605602,14272940,0,6,,3,0.017,32
-,1366,605602,14272926,1,6,4,2,0.197,32
-,1366,605602,691123,1,6,4,2,0.051,32
-,1366,605602,691119,1,6,4,2,0.026,32
-,1366,605602,704447,1,6,4,2,0.155,32
-,1366,605602,696478,1,6,,2,0.009,32
-,1367,605614,790237,0,2,3,3,0.167,32
-,1367,605614,790236,0,2,3,3,0.059,32
-,1367,605614,805827,0,2,3,3,0.095,32
-,1367,605614,805825,0,2,3,3,0.043,32
-,1367,605614,794320,1,2,3,2,0.171,32
-,1367,605614,14751610,1,2,3,2,0.449,32
-,1367,605614,14751611,1,2,3,2,0.022,32
-,1367,605614,827732,1,2,3,2,0.031,32
-,1367,605614,827733,1,2,3,2,0.036,32
-,1367,605614,795864,1,2,,2,0.009,32
-,1367,605614,787061,1,2,3,2,0.054,32
-,1367,605614,802084,1,2,3,2,0.416,32
-,1367,605614,790221,1,2,3,2,0.172,32
-,1367,605614,790222,1,2,3,2,0.084,32
-,1367,605614,797347,1,2,,2,0.011,32
-,1367,605614,797625,1,2,3,2,0.027,32
-,1367,605614,797628,1,2,3,2,0.122,32
-,1367,605614,792902,1,2,3,2,0.178,32
-,1367,605614,792903,1,2,3,2,0.048,32
-,1367,605614,802082,1,2,3,2,0.191,32
-,1367,605614,824613,1,2,3,2,0.545,32
-,1367,605614,824614,1,2,3,2,0.021,32
-,1367,605614,824618,1,2,3,2,0.03,32
-,1367,605614,824619,1,2,3,2,0.1,32
-,1367,605614,829190,1,2,3,2,0.173,32
-,1367,605614,15253427,1,2,3,2,0.216,32
-,1367,605614,15253428,1,2,3,2,0.132,32
-,1367,605614,824611,1,2,3,2,0.059,32
-,1367,605614,824608,1,2,3,2,0.239,32
-,1367,605604,752467,1,2,3,2,0.074,32
-,1367,605604,752468,1,2,3,2,0.096,32
-,1367,605604,750887,1,2,3,2,0.077,32
-,1367,605604,49911531,1,2,3,2,0.116,32
-,1367,605604,88698532,1,2,3,2,0.091,32
-,1367,605604,88698533,1,2,3,2,0.016,32
-,1367,605604,49911527,1,2,3,2,0.096,32
-,1367,605604,49911529,1,2,3,2,0.037,32
-,1367,605604,49911530,1,2,3,2,0.553,32
-,1367,605604,760595,1,2,3,2,0.131,32
-,1367,605604,760596,1,2,3,2,0.078,32
-,1367,605604,14451776,0,2,3,3,0.287,32
-,1367,605604,14451775,0,2,3,3,0.321,32
-,1367,605604,760559,0,2,3,3,0.01,32
-,1367,605604,740353,0,2,,3,0.01,32
-,1367,605604,747864,1,2,,2,0.015,32
-,1368,595662,441714,1,3,3,2,0.102,32
-,1368,595662,447994,0,3,3,3,0.037,32
-,1368,595662,454282,0,3,3,3,0.132,32
-,1368,595662,513549,0,3,3,3,0.037,32
-,1368,595662,513548,0,3,3,3,0.108,32
-,1368,595662,513271,0,3,3,3,0.015,32
-,1368,595662,513269,0,3,,3,0.01,32
-,1370,605614,802205,0,0,1,3,0.578,32
-,1370,605614,790244,0,0,1,3,0.202,32
-,1370,605614,790243,0,0,1,3,0.136,32
-,1370,605614,810358,0,0,1,3,0.047,32
-,1370,605614,810357,0,0,1,3,1.528,32
-,1370,605613,15154699,0,0,1,3,0.742,32
-,1370,605613,15154698,0,0,1,3,0.043,32
-,1370,605613,1663926,0,0,1,3,0.063,32
-,1370,605613,1656198,0,0,1,3,0.325,32
-,1370,605613,1656197,0,0,1,3,0.109,32
-,1370,605613,1656189,0,0,1,3,0.218,32
-,1370,605613,1656188,0,0,1,3,0.154,32
-,1371,605614,808836,0,0,1,3,0.212,32
-,1371,605614,790249,0,0,1,3,0.041,32
-,1371,605614,790248,0,0,1,3,1.135,32
-,1371,605614,799419,0,0,1,3,0.222,32
-,1371,605614,799417,0,0,1,3,0.121,32
-,1372,605614,808831,0,0,1,3,0.738,32
-,1372,605614,808830,0,0,1,3,0.313,32
-,1372,605614,790254,0,0,1,3,0.143,32
-,1372,605614,15154589,0,0,1,3,0.049,32
-,1372,605614,15154588,0,0,1,3,0.246,32
-,1372,605614,15154587,0,0,1,3,0.104,32
-,1372,605614,15154586,0,0,1,3,0.545,32
-,1372,605614,802216,0,0,1,3,0.254,32
-,1372,605614,790252,0,0,1,3,0.298,32
-,1372,605614,790251,0,0,1,3,0.012,32
-,1372,605614,789996,0,0,1,3,0.363,32
-,1373,605614,797878,0,0,1,3,0.313,32
-,1373,605614,790257,0,0,1,3,0.009,32
-,1373,605614,803799,0,0,1,3,0.058,32
-,1373,605614,803796,0,0,1,3,0.507,32
-,1373,605614,799408,0,0,1,3,0.27,32
-,1373,605614,799407,0,0,1,3,0.026,32
-,1373,605614,802223,0,0,1,3,0.171,32
-,1377,605614,803973,0,6,4,3,0.005,32
-,1377,605614,88739608,0,6,4,3,0.131,32
-,1377,605614,88739607,0,6,4,3,0.326,32
-,1377,605614,790239,1,6,4,2,0.129,32
-,1377,605614,790240,1,6,4,2,0.121,32
-,1377,605614,49964364,1,6,4,2,0.074,32
-,1377,605614,85623834,1,6,4,2,0.049,32
-,1377,605614,85623835,1,6,4,2,0.051,32
-,1377,605614,88739603,1,6,4,2,0.091,32
-,1377,605614,88739604,1,6,4,2,0.097,32
-,1377,605614,87659172,0,6,4,3,0.01,32
-,1377,605614,87659171,0,6,4,3,0.109,32
-,1377,605604,751042,0,6,4,3,0.026,32
-,1377,605604,14451698,0,6,4,3,0.118,32
-,1377,605604,14451697,0,6,4,3,0.066,32
-,1377,605604,87914010,0,6,4,3,0.016,32
-,1377,605604,87914009,0,6,4,3,0.157,32
-,1377,605604,755820,0,6,4,3,0.134,32
-,1377,605604,741868,1,6,4,2,0.007,32
-,1378,605614,15781153,1,6,4,2,0.567,32
-,1378,605614,802367,1,6,4,2,0.025,32
-,1378,605614,803985,0,6,,3,0.026,32
-,1378,605614,803983,0,6,4,3,0.232,32
-,1378,605614,800847,0,6,4,3,0.39,32
-,1378,605614,808818,0,6,4,3,0.017,32
-,1378,605614,49964367,0,6,4,3,0.101,32
-,1378,605614,49964366,0,6,4,3,0.102,32
-,1378,605614,790228,0,6,4,3,0.12,32
-,1378,605614,790227,0,6,4,3,0.394,32
-,1378,605614,88739612,0,6,4,3,0.111,32
-,1378,605614,88739611,0,6,4,3,0.082,32
-,1378,605614,803980,0,6,4,3,0.006,32
-,1382,605613,1643761,0,0,1,3,0.108,32
-,1382,605613,1643760,0,0,1,3,0.229,32
-,1382,605613,14728451,0,0,1,3,0.077,32
-,1382,605613,14728453,0,0,1,3,0.052,32
-,1382,605613,14728452,0,3,4,3,0.047,32
-,1382,605613,1654643,0,3,4,3,0.094,32
-,1382,605613,1654642,0,3,4,3,0.025,32
-,1384,605612,1362379,0,3,4,1,0.165,32
-,1384,605612,1362377,0,3,4,1,0.206,32
-,1384,605612,1294321,1,3,4,1,0.111,32
-,1384,605612,1294322,1,3,4,1,0.075,32
-,1384,605612,1294320,1,3,4,1,0.281,32
-,1384,605612,1359059,0,3,4,1,0.028,32
-,1384,605612,1294319,0,3,4,1,0.061,32
-,1384,605612,1294318,0,3,4,1,0.131,32
-,1384,605612,1357573,0,3,4,1,0.17,32
-,1384,605612,1285136,0,3,4,1,0.589,32
-,1384,605612,1274538,0,3,4,1,0.048,32
-,1384,605612,15544332,0,3,4,1,0.174,32
-,1384,605612,15544331,0,3,4,1,0.081,32
-,1384,605612,49998537,0,3,4,1,0.124,32
-,1384,605612,49998536,0,3,4,1,0.08,32
-,1384,605612,15544320,0,3,4,1,0.014,32
-,1384,605612,15544319,0,3,4,1,0.073,32
-,1384,605612,87873866,0,3,4,1,0.083,32
-,1384,605612,87873865,0,3,4,1,0.035,32
-,1384,605612,1292749,0,3,4,1,0.022,32
-,1384,605612,1292747,0,3,4,1,0.314,32
-,1384,605612,1371242,0,3,4,1,0.192,32
-,1384,605612,1360718,0,3,4,1,0.291,32
-,1384,605612,14130834,0,3,4,1,0.251,32
-,1384,605612,14130833,0,3,4,1,0.015,32
-,1384,605612,1357550,0,3,4,1,0.017,32
-,1384,605612,1357548,0,3,4,1,0.072,32
-,1384,605612,14130874,1,3,4,2,0.071,32
-,1384,605612,14130875,1,3,4,2,0.033,32
-,1384,605612,1371525,1,3,4,2,0.58,32
-,1384,605612,1349844,1,3,4,2,0.04,32
-,1384,605612,1349839,1,3,4,2,0.104,32
-,1384,605612,1366552,1,3,4,2,0.136,32
-,1385,605613,1659221,0,3,4,1,0.205,32
-,1385,605613,1657626,0,3,4,1,0.12,32
-,1385,605613,1663884,0,3,4,1,0.262,32
-,1385,605613,1659292,0,3,4,1,0.097,32
-,1385,605613,1659291,0,3,4,1,0.057,32
-,1385,605613,1662403,0,3,4,1,0.253,32
-,1385,605613,1662402,0,3,4,1,0.537,32
-,1385,605613,1645366,0,3,4,1,0.051,32
-,1385,605613,1645365,0,3,4,1,0.137,32
-,1385,605613,1662193,0,3,4,1,0.028,32
-,1385,605613,1645501,0,3,4,1,0.1,32
-,1385,605613,1662405,0,3,4,1,0.149,32
-,1385,605613,1662404,0,3,4,1,0.096,32
-,1385,605613,1665363,0,3,4,1,0.044,32
-,1385,605613,1665362,0,3,4,1,0.008,32
-,1385,605613,1645361,0,3,4,1,0.201,32
-,1385,605613,1656099,0,3,4,1,0.192,32
-,1385,605613,1645498,0,3,4,1,0.068,32
-,1385,605613,1662411,0,3,4,1,0.289,32
-,1385,605613,1662410,0,3,4,1,0.125,32
-,1385,605613,1665505,0,3,4,1,0.009,32
-,1385,605613,1653023,0,3,4,1,0.131,32
-,1385,605612,1295763,0,3,4,1,0.011,32
-,1385,605612,1295762,0,3,4,1,0.202,32
-,1385,605612,1295761,0,3,4,1,0.087,32
-,1385,605612,1295760,0,3,4,1,0.039,32
-,1385,605612,1295759,0,3,4,1,0.079,32
-,1385,605612,1295758,0,3,4,1,0.101,32
-,1385,605612,1359091,0,3,4,1,0.112,32
-,1385,605612,85281144,1,3,4,1,0.137,32
-,1385,605612,85281145,1,3,4,1,0.184,32
-,1385,605612,1289779,1,3,4,1,0.124,32
-,1385,605612,1289781,1,3,4,1,0.221,32
-,1385,605612,1282115,1,3,4,1,0.232,32
-,1385,605612,1282112,0,3,4,1,0.085,32
-,1385,605612,1282110,0,3,4,1,0.027,32
-,1385,605612,1295757,0,3,4,1,0.313,32
-,1385,605612,1354402,0,3,4,1,0.018,32
-,1385,605612,1348077,0,3,4,1,0.267,32
-,1385,605612,1348076,0,3,4,1,0.07,32
-,1385,605612,1368390,0,3,4,1,0.023,32
-,1385,605612,1295756,0,3,4,1,0.144,32
-,1385,605612,1295755,0,3,4,1,0.174,32
-,1385,605612,49998340,0,3,4,1,0.161,32
-,1385,605612,49998343,0,3,4,1,0.071,32
-,1385,605612,49998342,0,3,4,1,0.329,32
-,1385,605612,1359068,0,3,4,1,0.489,32
-,1386,605613,1651459,1,3,4,2,0.031,32
-,1386,605613,14751833,1,3,4,2,0.472,32
-,1386,605613,14751834,1,3,4,2,0.048,32
-,1386,605613,1665588,1,3,4,2,0.065,32
-,1386,605613,1654638,1,3,4,2,0.158,32
-,1386,605613,1663852,1,3,4,2,0.207,32
-,1386,605613,1660774,0,3,4,3,0.29,32
-,1386,605613,1664038,0,3,4,3,0.222,32
-,1386,605613,1647006,0,3,4,3,0.02,32
-,1386,605613,50080182,0,3,4,3,0.138,32
-,1386,605613,50080181,0,3,4,3,0.02,32
-,1386,605613,50080169,0,3,4,3,0.068,32
-,1386,605613,50080172,0,3,4,3,0.009,32
-,1386,605613,50080171,0,3,4,3,0.16,32
-,1386,605613,1660781,0,3,4,3,0.008,32
-,1386,605613,1660780,0,3,4,3,0.076,32
-,1386,605613,1651512,0,3,4,3,0.078,32
-,1386,605613,1647042,0,3,4,3,0.03,32
-,1386,605613,1647041,0,3,4,3,0.231,32
-,1386,605613,1664041,0,3,4,3,0.079,32
-,1386,605613,1664040,0,3,4,3,0.035,32
-,1386,605613,1665531,1,3,4,2,0.04,32
-,1386,605613,1665532,1,3,4,2,0.235,32
-,1386,605613,1648410,1,3,4,2,0.152,32
-,1386,605613,1660761,1,3,4,2,0.121,32
-,1386,605613,1660762,1,3,4,2,0.181,32
-,1386,605613,1657652,1,3,4,2,0.249,32
-,1386,605613,1646964,1,3,4,2,0.221,32
-,1386,605613,1646965,1,3,4,2,0.215,32
-,1386,605613,1663922,1,3,4,2,0.421,32
-,1386,605613,1651511,1,3,4,2,0.046,32
-,1386,605613,1662375,1,3,4,2,0.103,32
-,1386,605613,1662376,1,3,4,2,0.05,32
-,1386,605613,1663841,1,3,4,2,0.289,32
-,1386,605613,1663842,1,3,4,2,0.05,32
-,1386,605613,1646955,1,3,4,2,0.24,32
-,1386,605613,1646956,1,3,4,2,0.067,32
-,1386,605613,1646954,1,3,4,2,0.114,32
-,1386,605613,1662254,1,3,,2,0.046,32
-,1386,605613,1659222,0,3,,1,0.032,32
-,1389,595663,634573,1,1,2,2,0.231,32
-,1389,595663,633058,1,1,2,2,0.21,32
-,1389,595663,630532,1,1,2,2,0.091,32
-,1389,595663,630533,1,1,2,2,0.039,32
-,1389,595663,630545,0,1,2,3,0.241,32
-,1389,595663,555896,0,1,2,3,0.024,32
-,1389,595663,555893,0,1,2,3,0.105,32
-,1389,595663,634579,0,1,2,3,0.063,32
-,1389,595663,634615,0,1,2,3,0.099,32
-,1389,595663,634616,0,1,2,3,0.047,32
-,1389,595663,634613,0,1,2,3,0.044,32
-,1389,595663,635663,1,1,2,2,0.017,32
-,1389,595663,87729004,0,1,2,3,0.155,32
-,1389,595663,87729003,0,1,2,3,0.065,32
-,1389,595663,635662,0,1,2,3,0.069,32
-,1390,595663,631453,0,1,2,3,0.06,32
-,1390,595663,631452,0,1,2,3,0.164,32
-,1390,595663,633322,1,1,2,2,0.103,32
-,1390,595663,541902,1,1,2,2,0.142,32
-,1390,595663,541904,1,1,2,2,0.056,32
-,1390,595663,49189907,1,1,2,2,0.178,32
-,1390,595663,49189908,1,1,2,2,0.096,32
-,1390,595663,554399,1,1,2,2,0.165,32
-,1390,595663,554402,1,1,2,2,0.083,32
-,1391,595663,617635,0,1,2,3,0.089,32
-,1391,595663,554388,0,1,2,3,0.074,32
-,1391,595663,554385,0,1,2,3,0.077,32
-,1391,595663,87729167,0,1,2,3,0.255,32
-,1391,595663,87729166,0,1,2,3,0.17,32
-,1391,595663,617639,0,1,2,3,0.046,32
-,1391,595663,87881040,0,1,2,3,0.086,32
-,1391,595663,87881039,0,1,2,3,0.057,32
-,1391,595663,554397,0,1,2,3,0.43,32
-,1391,595663,554392,0,1,2,3,0.062,32
-,1392,595663,629029,1,0,1,2,0.249,32
-,1392,595663,541894,1,0,1,2,0.01,32
-,1392,595663,14770682,1,0,1,2,0.038,32
-,1392,595663,14770683,1,0,1,2,0.07,32
-,1392,595663,87279569,1,0,1,2,0.043,32
-,1392,595663,87279570,1,1,2,2,0.005,32
-,1392,595663,12634704,0,1,2,3,0.05,32
-,1392,595663,12634703,0,1,2,3,0.123,32
-,1392,595663,541896,0,1,2,3,0.571,32
-,1396,595665,50062042,1,2,3,2,0.02,32
-,1396,595665,50062043,1,2,3,2,0.515,32
-,1396,595665,536603,1,2,3,2,0.024,32
-,1396,595665,536607,1,2,3,2,0.023,32
-,1396,595665,536608,1,2,3,2,0.168,32
-,1396,595665,536594,1,2,3,2,0.164,32
-,1396,595665,536595,1,2,3,2,0.01,32
-,1396,595665,467684,1,2,3,2,0.011,32
-,1396,595665,536589,1,2,3,2,0.026,32
-,1396,595665,536590,1,2,3,2,0.071,32
-,1397,595665,516772,1,2,3,2,0.104,32
-,1397,595665,533262,1,2,3,2,0.05,32
-,1397,595665,533264,1,2,3,2,0.147,32
-,1397,595665,525926,1,2,3,2,0.144,32
-,1397,595665,525927,1,2,3,2,0.087,32
-,1397,595665,50062092,1,2,3,2,0.119,32
-,1397,595665,50062093,1,2,3,2,0.005,32
-,1397,595665,50062038,1,2,3,2,0.015,32
-,1397,595665,467792,1,2,3,2,0.008,32
-,1398,595665,539530,0,2,3,3,0.027,32
-,1398,595665,525934,0,2,3,3,0.033,32
-,1398,595665,525933,0,2,3,3,0.024,32
-,1398,595665,516597,0,2,3,3,0.099,32
-,1398,595665,87824117,0,2,3,3,0.093,32
-,1398,595665,87824121,0,2,3,3,0.02,32
-,1398,595665,87824120,0,2,3,3,0.013,32
-,1398,595665,50061989,0,2,3,3,0.039,32
-,1398,595665,50061988,0,2,3,3,0.033,32
-,1398,595665,489578,1,2,,2,0.059,32
-,1399,595665,522775,1,2,3,2,0.114,32
-,1399,595665,50061973,1,2,3,2,0.02,32
-,1399,595665,50061974,1,2,3,2,0.036,32
-,1399,595665,533271,1,2,3,2,0.2,32
-,1399,595665,539539,1,2,3,2,0.142,32
-,1399,595665,539540,1,2,3,2,0.006,32
-,1399,595665,522738,1,2,3,2,0.014,32
-,1399,595665,489581,1,2,,2,0.012,32
-,1404,595665,524057,1,2,3,2,0.149,32
-,1404,595665,537946,1,2,3,2,0.183,32
-,1404,595665,537948,1,2,3,2,0.157,32
-,1404,595665,519541,1,2,3,2,0.096,32
-,1404,595665,524056,1,2,3,2,0.081,32
-,1404,595665,486427,0,2,3,3,0.01,32
-,1404,595665,49993764,1,2,3,2,0.01,32
-,1404,595665,49993765,1,2,3,2,0.216,32
-,1404,595665,533281,1,2,3,2,0.039,32
-,1404,595665,467869,1,2,3,2,0.087,32
-,1404,595665,533527,1,2,3,2,0.09,32
-,1404,595665,50061938,1,2,3,2,0.062,32
-,1404,595665,50061939,1,2,3,2,0.023,32
-,1404,595665,525959,1,2,3,2,0.083,32
-,1404,595665,525960,1,2,3,2,0.062,32
-,1404,595665,518145,0,2,3,3,0.217,32
-,1404,595665,522741,0,2,3,3,0.074,32
-,1404,595665,50061945,0,2,3,3,0.01,32
-,1404,595665,50061944,0,2,3,3,0.018,32
-,1404,595665,516833,0,2,,3,0.014,32
-,1404,595665,50061950,0,2,3,3,0.01,32
-,1404,595665,50061966,0,2,3,3,0.151,32
-,1404,595665,50061965,0,2,3,3,0.02,32
-,1404,595665,532088,0,2,3,3,0.075,32
-,1404,595665,50062090,0,2,3,3,0.163,32
-,1404,595665,87824647,0,2,3,3,0.004,32
-,1404,595665,87824646,0,2,3,3,0.01,32
-,1404,595665,533277,0,2,3,3,0.155,32
-,1404,595665,533276,0,2,3,3,0.031,32
-,1405,595665,530544,1,2,3,2,0.166,32
-,1405,595665,524066,1,2,3,2,0.071,32
-,1405,595665,524256,1,2,3,2,0.087,32
-,1405,595665,524064,1,2,3,2,0.049,32
-,1405,595665,49838790,0,2,3,3,0.077,32
-,1405,595665,49838789,0,2,3,3,0.011,32
-,1405,595665,49838786,0,2,3,3,0.033,32
-,1405,595665,529069,0,2,3,3,0.05,32
-,1405,595665,524060,1,2,3,2,0.033,32
-,1405,595665,524061,1,2,3,2,0.045,32
-,1405,595665,539286,1,2,3,2,0.196,32
-,1405,595665,87948445,1,2,3,2,0.046,32
-,1405,595665,87948446,1,2,3,2,0.061,32
-,1405,595665,527586,1,2,3,2,0.012,32
-,1405,595665,527587,1,2,3,2,0.057,32
-,1405,595665,534747,1,2,3,2,0.308,32
-,1406,595665,484828,1,2,3,2,0.056,32
-,1406,595665,527447,1,2,3,2,0.029,32
-,1406,595665,527448,1,2,3,2,0.004,32
-,1406,595665,49838677,1,2,3,2,0.052,32
-,1406,595665,49838678,1,2,3,2,0.08,32
-,1406,595665,521198,1,2,3,2,0.197,32
-,1406,595665,521199,1,2,,2,0.013,32
-,1411,595663,629265,1,2,3,2,0.383,32
-,1411,595663,562336,1,2,3,2,0.222,32
-,1411,595663,632834,0,2,3,3,0.042,32
-,1411,595663,632833,0,2,3,3,0.127,32
-,1411,595663,87728916,0,2,3,3,0.159,32
-,1411,595663,87728915,0,2,3,3,0.021,32
-,1411,595663,613752,0,2,3,3,0.17,32
-,1411,595663,633635,0,2,3,3,0.138,32
-,1411,595663,616825,0,2,3,3,0.055,32
-,1411,595663,616824,0,2,3,3,0.068,32
-,1411,595663,635556,0,2,3,3,0.077,32
-,1411,595663,49045721,0,2,3,3,0.028,32
-,1411,595663,49045720,0,2,3,3,0.033,32
-,1411,595663,49045725,0,2,3,3,0.043,32
-,1411,595663,49045724,0,2,3,3,0.052,32
-,1413,595653,12645836,0,2,3,1,0.032,32
-,1413,595653,12645835,0,2,3,1,0.202,32
-,1413,595653,302547,1,2,3,2,0.106,32
-,1413,595653,321851,1,2,,2,0.008,32
-,1413,595653,334417,1,2,3,2,0.433,32
-,1413,595653,302933,1,2,3,2,0.261,32
-,1413,595653,334362,1,2,3,2,0.192,32
-,1413,595653,334381,1,2,3,2,0.229,32
-,1413,595653,334371,1,2,3,2,0.01,32
-,1413,595653,334373,1,2,3,2,0.01,32
-,1413,595653,335527,0,2,3,1,0.093,32
-,1413,595653,335523,0,2,3,1,0.091,32
-,1413,595653,332339,0,2,3,1,0.023,32
-,1413,595653,332341,0,2,3,1,0.046,32
-,1413,595653,332340,0,2,3,1,0.11,32
-,1413,595653,313675,1,2,3,1,0.298,32
-,1413,595643,210067,1,2,3,1,0.014,32
-,1413,595643,85623678,1,2,3,1,0.065,32
-,1413,595643,85623679,1,2,3,1,0.094,32
-,1413,595643,85623680,1,2,3,1,0.056,32
-,1413,595643,85623681,1,2,3,1,0.204,32
-,1413,595643,86879293,1,2,3,1,0.002,32
-,1413,595643,86879294,1,2,3,1,0.037,32
-,1413,595643,86879292,1,2,3,1,0.041,32
-,1413,595643,198015,1,2,3,1,0.264,32
-,1413,595643,198026,1,2,,1,0.017,32
-,1413,595643,198027,1,2,3,1,0.173,32
-,1413,595643,210652,1,2,3,1,0.058,32
-,1413,595643,210655,1,2,3,1,0.299,32
-,1413,595643,211288,1,2,3,1,0.136,32
-,1413,595643,86879581,1,2,3,1,0.029,32
-,1413,595643,86879582,1,2,3,1,0.059,32
-,1413,595643,210068,1,2,3,1,0.205,32
-,1413,595643,14613992,1,2,3,1,0.149,32
-,1413,595643,14613993,1,2,3,1,0.071,32
-,1413,595643,14613990,1,2,3,1,0.049,32
-,1413,595643,14613991,1,2,3,1,0.004,32
-,1413,595643,208814,1,2,3,1,0.059,32
-,1413,595643,207811,1,2,3,1,0.027,32
-,1413,595643,207812,1,2,3,1,0.091,32
-,1413,595643,210941,1,2,3,1,0.065,32
-,1413,595643,210938,1,2,3,1,0.031,32
-,1413,595643,210953,1,2,3,1,0.131,32
-,1413,595643,86879145,1,2,3,1,0.242,32
-,1413,595643,86879150,1,2,3,1,0.039,32
-,1413,595643,86879151,1,2,3,1,0.018,32
-,1413,595643,86879141,1,2,3,1,0.019,32
-,1413,595643,86879143,1,2,3,1,0.056,32
-,1413,595643,86879144,1,2,3,1,0.034,32
-,1413,595643,210072,1,2,,1,0.04,32
-,1414,595653,315642,0,2,3,1,0.276,32
-,1414,595653,50085890,0,2,3,1,0.036,32
-,1414,595653,50085893,0,2,3,1,0.027,32
-,1414,595653,50085892,0,2,3,1,0.223,32
-,1414,595653,320758,0,2,3,1,0.124,32
-,1414,595653,294423,0,2,3,1,0.317,32
-,1414,595653,294424,0,2,3,1,0.057,32
-,1414,595653,294425,0,2,3,1,0.078,32
-,1414,595653,50085902,0,2,3,1,0.11,32
-,1414,595653,50085901,0,2,3,1,0.088,32
-,1414,595653,50085898,0,2,3,1,0.049,32
-,1414,595653,50085895,0,2,3,1,0.072,32
-,1414,595653,302905,0,2,3,1,0.034,32
-,1415,595653,320105,1,2,3,2,0.173,32
-,1415,595653,308771,1,2,3,2,0.251,32
-,1415,595653,308769,1,2,3,2,0.294,32
-,1415,595653,308767,1,2,3,2,0.306,32
-,1415,595653,302900,1,2,3,2,0.088,32
-,1415,595653,320450,1,2,3,2,0.373,32
-,1415,595653,332396,1,2,3,2,0.283,32
-,1416,595653,320106,1,2,3,2,0.345,32
-,1418,595663,633209,1,2,3,2,0.215,32
-,1418,595663,622969,0,2,3,3,0.054,32
-,1418,595663,633207,0,2,3,3,0.214,32
-,1418,595663,542025,0,2,3,3,0.087,32
-,1418,595663,540553,0,2,3,3,0.087,32
-,1418,595663,619785,1,2,3,2,0.117,32
-,1418,595663,619786,1,2,3,2,0.078,32
-,1418,595663,542033,1,2,3,2,0.15,32
